row,subject,structure,text
4478,2_writing,4_specific,"This should be in the discussion because you are making a claim based on the results. So, say this in the discussion, but also keep this in the results section just without the reasoning."
4479,3_technical,2_copyedit,We typically use 0.05 in biology. So be clear which significance level you’re using
4480,3_technical,4_specific,Muscle response? Be more precise with the dependent variable
4481,2_writing,3_general,Can’t have direct quotes in a lab report
4482,4_logic,3_general,How would you improve your experiment? Why is this important to study?
4483,3_technical,2_copyedit,What year was this article published?
4484,3_technical,4_specific,Which t-test did you use? Two-sample vs paired t-test
4485,2_writing,3_general,Write these in a more concise manner
4486,2_writing,2_copyedit,This is awkward.
4487,2_writing,4_specific,"Reorganize so your hypothesis is the last sentence of your intro. It’s always good to end on your main idea. I do realize that this is a bit awkward with trying to put the frog info in there somewhere, but you should be able to incorporate it earlier (maybe talk about the importance of muscle function to frogs)."
4488,2_writing,2_copyedit,remove
4489,3_technical,3_general,See p. 42 of the BioCore Resource Guide for the citation format we are using. (It is not the same as the one in the annotation exercise.)
4490,2_writing,3_general,"This idea is not clear, and probably is not very relevant. Just include it if you can explain it better."
4491,3_technical,2_copyedit,"Citation formatting, check that"
4492,3_technical,2_copyedit,"Citation format has brackets [], not parentheses ()"
4493,2_writing,2_copyedit,I know you meant this…
4494,2_writing,6_holistic,"This information is not very relevant for the experiment, so you can omit it in the Abstract. The Abstract is the summary of your paper and it has a limit for the number of words, so you want to include just the most relevant information.Instead, consider the idea of mentioning the hormonal control of growth in this insect."
4495,3_technical,3_general,"You don’t need this or the next figures, which are your raw data."
4496,2_writing,4_specific,"This is an explanation, so it is not part of the results"
4497,2_writing,3_general,"4. When you write an abstract, think of it as a summary of all of your sections of your lab report. So, pick the most important things from your methods, results, and discussions and put it in here."
4498,3_technical,2_copyedit,0.02
4499,3_technical,3_general,"General format for talking about data is to state the average +/- the standard deviation, not the other way around"
4500,3_technical,2_copyedit,This should be included in the previous sentence with the mean value.
4501,2_writing,4_specific,"You can report numbers in the abstract, so your means and standard devs and stats should be in here."
4502,1_basic,4_specific,"This is not a result, it is an interpretation. It goes in the discussion, not here"
4503,3_technical,4_specific,Need to include a citation that isn’t the lab manual. The lab manual does not count as a citation
4504,2_writing,3_general,"In the way that is written, I don’t see the relation between these statements and your experiment."
4505,3_technical,2_copyedit,This should’ve been 0.1ml??
4506,2_writing,2_copyedit,Shorten this to say that” the weight was measured in grams”
4507,3_technical,4_specific,Concentration of precor
4508,3_technical,2_copyedit,Put +/- your standard deviations here
4509,3_technical,4_specific,What are the bright things I see across the agar?
4510,3_technical,4_specific,Check your axisy-axis: you can be more specific than just time. What is the variable that you are showing here?x-axis is not quite right. Are you showing reaction time in that axis? No
4511,4_logic,3_general,Dude…I need a specific hypothesis.
4512,4_logic,4_specific,"I need some information about the light-dependent reactions because you only looked at those. Tie that biological background information to absorbance by explaining why you used DCPIP; make the connection between absorbance, percent change, and photosynthetic rate explicit. Also, try to reorganize this a bit; maybe think about introducing how different environmental factors, like light, affect photosynthesis, then explain your experiment and rationale."
4513,3_technical,4_specific,Why did you use different doses for the control and experimental treatments?
4514,2_writing,4_specific,"Don’t lead with the purpose of the experiment. Remember, start broad and get more specific."
4515,4_logic,3_general,"Same here, actually discuss your primary literature"
4516,2_writing,3_general,You need to get a little more specific
4517,3_technical,4_specific,"Here, need to explain which statistical test you did"
4518,3_technical,4_specific,You don’t need a legend if both bars are the same color
4519,3_technical,2_copyedit,"Just say there was a significant difference between treatments (t =, df = , P =)"
4520,2_writing,4_specific,"This is all background info that should have been in the intro, although it is okay to bring up details of it here if you are relating them to your results."
4521,4_logic,4_specific,"This discussion needs a lot of work, you need to talk about significance of your results, and how you got them biologically."
4522,3_technical,2_copyedit,This figure is not necessary. Just include figures with your results.
4523,3_technical,2_copyedit,At what wavelength?
4524,2_writing,3_general,Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.
4525,3_technical,4_specific,Each frog leg is a replicate so the means should be used for control and treatment
4526,3_technical,3_general,"You need to have figure captions, as well as a figure (bar graph or line graph)"
4527,4_logic,4_specific,Make sure you tie your findings back to the big picture
4528,3_technical,2_copyedit,"Omit this, just mention since the beginning that you recorded six gastrocnemius muscles"
4529,3_technical,4_specific,What’s your y-axis?!
4530,3_technical,4_specific,Is this true? You need a citation
4531,2_writing,4_specific,"This is not a strong statement to end on. After tying your results into other research in the field, end with a broader statement about why this research is applicable or important."
4532,2_writing,3_general,Wrong tense
4533,3_technical,2_copyedit,Here is where the citation should be.
4534,3_technical,2_copyedit,"indicate specific treatments and report stat results in this format: t-stat=_, d.f.=_, p=_"
4535,3_technical,2_copyedit,Add error bars to those pH 10 points too!
4536,4_logic,3_general,It would be easier for you to talk about the biological mechanisms here if you have more references
4537,3_technical,4_specific,You could also do just one paired t-test including data from the 3 legs.
4538,4_logic,4_specific,"Make sure the references you use are related to your experiment. Instead of these references about water, would be better to find papers about color of light"
4539,4_logic,4_specific,"Also be sure to utilize your background information though. You’re making the right points, but not explaining yourself."
4540,2_writing,3_general,You can state your hypothesis without explicitly stating this
4541,3_technical,2_copyedit,Still need to mention the alpha value
4542,4_logic,6_holistic,You need more background information about the effects of light on R:S. What have previous studies found? Why might decreased spectrum affect R:S? What is the mechanism?
4543,2_writing,4_specific,This should go in the methods
4544,2_writing,2_copyedit,Hypothesize would be a better term
4545,2_writing,2_copyedit,Why is this important? You could probably omit this because it is also explained in the next sentence.
4546,2_writing,2_copyedit,This sentence is not really necessary
4547,3_technical,2_copyedit,Incorrect labeling. Should be fig. 3
4548,3_technical,2_copyedit,You don’t need to specify graphing
4549,2_writing,4_specific,"These are very specific details, they are required for the methods, but not in the Abstract"
4550,2_writing,4_specific,Good abstractInclude statistics values when talking about your results.
4551,4_logic,3_general,Why? We try to minimize the variables as much as we can! Come to me and explain to me your thought process!
4552,2_writing,4_specific,expand this – add another sentence or two
4553,3_technical,4_specific,This is not correct.  What was the insecticide that you used?  What was the dilution of that insecticide? How many drops did you use of it in how many grams of food.
4554,4_logic,3_general,What are the underlying biological concepts? Why are they important?
4555,3_technical,2_copyedit,How much of this did you inject?
4556,3_technical,2_copyedit,Not really a test statistic we consider as necessary
4557,4_logic,4_specific,Isn’t this the opposite of what your experiment found?
4558,3_technical,2_copyedit,"I would exclude this, as you just said your results were not significant"
4559,2_writing,2_copyedit,You can just put this in parenthesis at the end of the previous sentence
4560,2_writing,4_specific,Be precise in the Abstract. Avoid phrases like truly understand
4561,1_basic,3_general,No hypothesis – does not meet basic criteria
4562,3_technical,4_specific,"Your reader would like to know what is Manduca sexta and why is it a good model organism for your experiment, before the objective. Minor error"
4563,3_technical,2_copyedit,Just say since the beginning that five gastrocnemius muscles were used in this experiment
4564,3_technical,2_copyedit,"Correct format for reporting: t-stat=_, d.f.=_, P=_ Refer to Bio Resource Guide for more details."
4565,3_technical,2_copyedit,Remember to put the years!
4566,2_writing,2_copyedit,I am not sure this is the word you mean…
4567,3_technical,2_copyedit,mL?
4568,3_technical,4_specific,Justify with data/stat
4569,2_writing,4_specific,This is not acceptable. You should have background information backing up your findings here as well – studies to compare yours with and describe mechanistically why salinity would affect photosynthetic rate.
4570,4_logic,3_general,"What questions come to mind when you think about this mechanism? In other words, what is the biological question you are asking? (more specific.)"
4571,2_writing,3_general,This should not go in the Intro
4572,3_technical,4_specific,What is in azamax and how exactly does it work?
4573,3_technical,4_specific,"These are the results of the experiment, not interpretations. It should be included in the results section."
4574,4_logic,4_specific,Did you consider using this information to support the first portion of your results?
4575,4_logic,6_holistic,"Would increased light induce allocation to the roots or the shoots? Think of it in terms of the chemistry, what’s the limiting reactant for photosynthesis in this scenario?"
4576,2_writing,2_copyedit,"I would not put it this way. You can rather say that, although our experiment showed statistically insignificant result, a previous study…”"
4577,4_logic,3_general,But what was your hypothesis? Make sure you make this clear near the beginning.
4578,2_writing,3_general,A bit too much detail here
4579,4_logic,4_specific,"While these are technically biological reasons, I was thinking more along the lines of the physiology of the muscle"
4580,3_technical,4_specific,Make sure to include what tubocurarine affects.
4581,3_technical,2_copyedit,"I think the values are switched. The mean of the control condition was 0.415 V, no 0.259."
4582,3_technical,2_copyedit,This should be a two-sample t-test
4583,2_writing,4_specific,Give some indication of the results here
4584,4_logic,4_specific,Don’t these data fit your hypothesis? Use this in your discussion!!!!!!!
4585,2_writing,2_copyedit,Doesn’t need to be explicitly stated
4586,3_technical,3_general,These are raw data.
4587,3_technical,3_general,Reference the figures
4588,2_writing,2_copyedit,capitalize P
4589,3_technical,4_specific,No need to explain the error bars in the title here. Remember that they are already explained in your caption/legend. Same with the sample size (number of legs averaged).
4590,2_writing,2_copyedit,This is not needed because you said it in sentence form.
4591,1_basic,3_general,"You have good sources in your intro, but you need them in your discussion, too. Primary literature in intro AND discussion is a basic criterion. Since the rest of this paper is very good, I’m giving you a warning and a “needs major improvements” instead of a failing grade so that you can still improve for full credit on the revision."
4592,3_technical,2_copyedit,Just mention the conclusion of the experiment
4593,3_technical,2_copyedit,I think you may have found the standard deviation among your averages rather than among the raw values used to create those averages. The standard deviation should be different among each of the bars.
4594,3_technical,4_specific,"If you combine those figures, you will only need one figure caption"
4595,2_writing,3_general,Generally methods sections are written in past tense. Just as a FYI.
4596,3_technical,2_copyedit,"You ran a statistical test, state that."
4597,3_technical,4_specific,"Did you add 10 drops per 40 g or 10 drops per 10g? Actually, I think you added 3 drops per 10 grams. Be careful with this. This is important because it will determine the doses."
4598,3_technical,4_specific,How did you isolate the muscle? What muscle did you isolate?
4599,4_logic,4_specific,Why? Why is length more important than mass? Be specific.
4600,3_technical,4_specific,"Ok, so a few things. 1) You pretty much only use the p-value to say if two things are statistically significantly different from each other, not the t-value, though you still have to report it anyway."
4601,3_technical,4_specific,"Sometimes fractions throw t-tests for a loop. Try using total aggression time instead of the proportion. Since all trials are the same length, you don’t need to report a proportion. It might change the statistics."
4602,2_writing,2_copyedit,We can never imply causation—only correlation.
4603,2_writing,3_general,Can you say this better? Just specify in which legs you saw that.
4604,3_technical,4_specific,What are you overall trends? Averages?
4605,3_technical,2_copyedit,"If you include a figure number in the image, make sure it matches the number in the submission. This should be “Figure 2” now."
4606,2_writing,3_general,"Rewrite this please, to make it more clear"
4607,3_technical,3_general,"You should not include the t-test table separately, only report the values in the results section and the figure caption"
4608,2_writing,4_specific,"This should come after your background information, ideally"
4609,3_technical,2_copyedit,Mean amplitude of contraction (V)
4610,2_writing,4_specific,Give some indication of the results here
4611,2_writing,2_copyedit,This parenthetical is redundant
4612,3_technical,4_specific,You can state your p-value again to back this statement up
4613,3_technical,4_specific,What is the point of analyzing which of your variables were more significant? Both of them showed significant difference and they supported your hypothesis. That is the main message.
4614,2_writing,3_general,Every sentence that you use outside information should end with that citation
4615,3_technical,4_specific,Why use Physarum?
4616,3_technical,2_copyedit,mm
4617,3_technical,4_specific,"You should have mentioned how you treated your treatment plates, i.e. soaked in diluted test compound for 10 mins and drained, since your supplement does not have this info."
4618,2_writing,4_specific,"I would avoid putting a question in your title, talk in very basic terms about the results you observed"
4619,2_writing,4_specific,This is more important for the discussion.
4620,2_writing,3_general,informal
4621,3_technical,4_specific,"Would be better to show these graphs with just 2 bars, using the overall means, instead of the means from each pot"
4622,3_technical,2_copyedit,It was an incubator set at 27C
4623,3_technical,4_specific,I would still include an in-text citation at the end
4624,3_technical,3_general,Description of trends needed. It is hard for someone who has no information about your experiment to understand the numbers.
4625,3_technical,2_copyedit,2% water agar
4626,3_technical,2_copyedit,I would take a look at your standard deviations. These seem extremely large if your P-value was less than 0.05
4627,3_technical,4_specific,Include sufficient stat results to justify your statements. Provide Tukey-Kramer test data table as a supplement. Refer to both one-way ANOVA and Tukey-Kramer test results to justify your statements here.
4628,2_writing,3_general,"Hypotheses are neither correct nor incorrect. The data support or make you reject the hypothesis, but that does not mean it was correct or incorrect."
4629,3_technical,4_specific,Is this a form of measurement error?
4630,3_technical,4_specific,Referencing the stats values here (in the discussion) would help make this a strong argument.
4631,2_writing,2_copyedit,"I didn’t think of this last time, but I think this would make more sense/be more clear if you said something like “atmospheric” or something?"
4632,3_technical,2_copyedit,Not supported
4633,2_writing,4_specific,I would introduce signal transduction earlier in the intro.
4634,3_technical,4_specific,"This data would be better represented as one or more graphs. The table is not the best way to show this, and you should have at least one graph in your report. Remember that you only need error bars if you average values together."
4635,3_technical,2_copyedit,What was the provided hormone inhibiting chemical?
4636,3_technical,2_copyedit,Check the citation format
4637,2_writing,2_copyedit,Difference in what?
4638,3_technical,2_copyedit,"Remember precor is the brand, methoprene is the actual chemical"
4639,2_writing,4_specific,in this first part you should explain the mechanisms that participate in this process
4640,3_technical,4_specific,this activator also targets IP3.. explore the possibility why your result came out significant if this activator targets both IP3 and Ca2+ and how your current design could be improved
4641,3_technical,2_copyedit,Include stats in your caption.
4642,3_technical,3_general,These are raw data and should not be included.
4643,2_writing,3_general,Look out for small grammatical/punctuation errors or typos
4644,3_technical,4_specific,"Clean this up, you can use numbers also report your averages and standard devs for each group."
4645,2_writing,4_specific,This belongs much earlier in the paragraph
4646,4_logic,4_specific,How would this effect it (Interpretation)
4647,3_technical,4_specific,"Main problem, you are saying what you did, like in the methods. That is not part of the discussion. Just focus on mentioning the obtained result and trying to explain that with the effect of lidocaine on Na+ channels and how this is influencing the contractionCitations are needed in this section"
4648,2_writing,6_holistic,"Then why did you hypothesize what you did?  This makes it seem as though the literature contradicts your hypothesis; I know that’s not the case, but find a way to reword this."
4649,3_technical,4_specific,This is not correct. The statistical data is not unreliable. The fact that you don’t have statistical significance it does not mean that data were unreliable.
4650,2_writing,6_holistic,This can go in the intro—we want as succinct an abstract as possible.
4651,2_writing,4_specific,This is an important point which should have been reflected in the abstract.
4652,3_technical,2_copyedit,How id you determine the sig?
4653,3_technical,2_copyedit,Dimensions?
4654,2_writing,3_general,Try to avoid colloquial language
4655,3_technical,4_specific,You can state your p-value here to back this up
4656,2_writing,3_general,Informal. Revise to make it formal. Locate other informal/colloquial terms and revise.
4657,2_writing,3_general,"There are a lot of run-on sentences, which is usually a symptom of trying to sound scientific. Keep your language and sentence structure simple"
4658,3_technical,2_copyedit,State your p-value
4659,2_writing,3_general,be more specific
4660,3_technical,4_specific,What statistical test did you plan on running?
4661,3_technical,4_specific,"Mention that Physarum stock was prepared prior to the start of the experiment. 2% water agar prep, test compound dilution calculation and prep, block dimensions and prep should be incorporated in a guideline table and/or diagram as a supplement to improve this section."
4662,4_logic,3_general,"Good job with real world relevancy, but discuss more biological mechanisms. E.g. plants don’t absorb green light"
4663,3_technical,2_copyedit,Punctuation goes after the citation
4664,4_logic,3_general,What is the typical pattern of allocation? How does change in different environments? Be specific.
4665,2_writing,3_general,Don’t use quotations
4666,3_technical,4_specific,Be careful when choosing your primary literature sources. Source # 1 and 3 are not primary resources
4667,4_logic,4_specific,"Finally, you need to explain how your citations relate more specifically to your findings/study species.B"
4668,3_technical,2_copyedit,Incubators not refridgerator
4669,3_technical,2_copyedit,Hill reaction assay
4670,3_technical,6_holistic,"Between plants watered with normal water and plants watered with saline water (or something like that – you haven’t told me yet what the experimental group is, so if I didn’t already know what you tested this would be confusing)"
4671,3_technical,3_general,"This is an acceptable figure, but probably not the best type of graph to show this data."
4672,3_technical,2_copyedit,It should’ve been 0.1ml
4673,3_technical,8_nobasis,Comparing what?
4674,3_technical,2_copyedit,Units?
4675,3_technical,4_specific,"Describe the general trends and features of the data, then refer to a specific figure or table that contains summarized numerical results to support that statement"
4676,3_technical,4_specific,Also include the ANOVA and post hoc test results as a figure so you can cite your table in your results to show where you got your p-value from
4677,3_technical,2_copyedit,Specify the voltage values
4678,3_technical,2_copyedit,The contractile muscle response to the sciatic nerve stimulation.
4679,3_technical,2_copyedit,Make sure to include a unit (0.04M vs 0.04mM)
4680,3_technical,2_copyedit,I would try to show this as a bar graph with standard deviation error bars
4681,2_writing,8_nobasis,See link below for necessary improvement
4682,4_logic,3_general,No need to discuss sources of error unless you have evidence that it actually affected your results.
4683,2_writing,3_general,"Avoid direct quotes. You should try to paraphrase anything more than 2-3 words, although if it is an incredibly common phrase, you can use it without fear of plagiarism. If you do use a direct quote, place the citation immediately after it."
4684,3_technical,2_copyedit,Units?
4685,3_technical,4_specific,"This string of numbers is unhelpful. You should say what your p-value was (only the p-value, not the t-value or degrees of freedom) and refer people to your figures (like you did in the discussion)."
4686,3_technical,3_general,"You don’t need to explain why you’re using a particular test, but if you really wanted to you can just say the t-test compares means between two independent groups."
4687,2_writing,3_general,"Decent methods, just make sure you keep tense consistent"
4688,4_logic,2_copyedit,Discuss the results based on what you did and the results obtained. The error part can be discussed at the end as areas of improvement if you have to do the experiment again.
4689,2_writing,3_general,Colloquial languageLook out for more of these throughout your report
4690,2_writing,3_general,Do not quote precious papers
4691,3_technical,2_copyedit,"Either exclude this or say “looking at the data”, you shouldn’t mention raw data in your lab report"
4692,2_writing,2_copyedit,Four?
4693,3_technical,2_copyedit,"This is all relatively redundant, and your first sentence needs to be if your hypothesis was supported or not"
4694,3_technical,4_specific,Label your y-axis more clearly. Is this threshold? Contraction amplitude?
4695,3_technical,2_copyedit,"This is not quite right, the difference between group was not significant"
4696,3_technical,2_copyedit,Write your statistical results here and state whether your p-value is significant or not
4697,3_technical,4_specific,Which variables? You also need to start broader!
4698,3_technical,2_copyedit,report G or RPM
4699,2_writing,2_copyedit,Not necessary
4700,3_technical,3_general,This is not how you start a figure caption.
4701,3_technical,4_specific,No error bar makes sense now.
4702,3_technical,2_copyedit,Mass or length?
4703,4_logic,6_holistic,"Okay, this is all fine, but I need a connection to some bigger idea. What does your experiment say about the best strategies for these fish to maximize their fitness? What do you think it says about their evolution – I am particularly interested in the fact that these are aggressive fish, yet they take advantage of a shelter to avoid fighting. You mention this briefly, but it would be great if you could flesh out this idea and tell the reader what it all means."
4704,2_writing,6_holistic,Pretend you’re a scientist conducting a study; you wouldn’t refer to your NSF funded study as a lab. This is all meant to be practice to write real science.
4705,2_writing,4_specific,This is a little specific for the intro. I might just leave the amount of time out altogether.
4706,4_logic,8_nobasis,…because?
4707,3_technical,2_copyedit,Roots? Shoots? Both?
4708,3_technical,4_specific,Amplitude units?
4709,3_technical,4_specific,"This is not very relevant for the experiment. Nonetheless, it’s a good idea to mention the advantages of the studied animal, but maybe this has more sense after you mention the goal of the experiment."
4710,3_technical,2_copyedit,That’s not really what standard deviation is
4711,3_technical,4_specific,Error bars?  Stats?
4712,3_technical,2_copyedit,Citation formatting
4713,3_technical,4_specific,"You also measured length and weight, not only signs of pupation. Those are also dependent variables."
4714,3_technical,3_general,Standard deviations are the same. Check the excel tutorial (BioCore Guide/ Displaying data/ Graphs) to learn how to specify the standard deviation values for each group (Control and Experimental)
4715,4_logic,4_specific,You need to frame your experiment in terms of the costs and benefits of aggression
4716,3_technical,3_general,"Rewrite this sentenceWrite the methods like something that you did, not an experiment that was requested"
4717,3_technical,2_copyedit,I think you copied down the same stats twice
4718,2_writing,6_holistic,"Is this relevant to your hypothesis? If not, consider removing."
4719,3_technical,2_copyedit,"Missing detail = Journal name, pages"
4720,2_writing,2_copyedit,Redundance
4721,3_technical,4_specific,"Since the stats weren’t significant, you have to conclude that there was no effect of copper"
4722,3_technical,3_general,"No need to list materials like this. You can just mention items used as you describe your procedure, and if something isn’t mentioned in the procedure, it’s probably not important enough to be on this list."
4723,3_technical,2_copyedit,Which is how many nm?
4724,3_technical,4_specific,y-axis.Can you be more specific? Something like this could be the y-axis.Threshold of contraction (V)
4725,3_technical,4_specific,"You could actually include details such as 2% water agar prep, dilution calc. and prep and cutting of blocks with their dimension specifications in a reagent table/guideline table as a supplement to improve this section"
4726,4_logic,6_holistic,Why? What’s the connection between food and aggression? You need to connect the dots for your reader
4727,3_technical,3_general,Use peer reviewed/primary literature
4728,2_writing,4_specific,"Your introduction needs more background info on the species you are using, and info on your chemical."
4729,3_technical,2_copyedit,This figure really isn’t necessary.
4730,3_technical,3_general,This is equivalent to raw data. Not needed in reports.Summary table is that of change in weight per caterpillar and not their averages.
4731,3_technical,2_copyedit,Refer to relevant table in parenthesis.
4732,3_technical,4_specific,"Keep in mind that A23187 also targets IP3. Think how this would factor in as you interpret your sign result for this activator. Also, provide suggestion to improve your current design in this scenario."
4733,3_technical,8_nobasis,Methods!
4734,2_writing,4_specific,Revise this statement to make more formal
4735,2_writing,2_copyedit,remove
4736,3_technical,4_specific,You may have ecdysterone confused with JH.
4737,3_technical,3_general,Reference your figure here.
4738,4_logic,4_specific,Equal root shoot just mean they allocated resources similarly. You can’t make a conclusion about whether or not they received all necessary nutrients based on theses data
4739,2_writing,4_specific,"Reformulate this sentence. You did not test Johnson’s idea, you wanted to support your findings with the information in the ab manual."
4740,3_technical,3_general,Include those means for the next report.
4741,3_technical,3_general,Stats
4742,3_technical,4_specific,What about your stat result when you compared both treatments with each other?
4743,3_technical,4_specific,"Your graph does not need a title, as that information should be in the figure caption. Also, you don’t need trendlines for each individual line, as it makes the graph look cluttered."
4744,3_technical,3_general,Look at the core resource guide and your primary literature to see what goes into a figure caption
4745,3_technical,4_specific,How did you determine fast v. slow
4746,3_technical,4_specific,How did you summarize your data?•What statistical tests were used? What groups were compared?
4747,2_writing,2_copyedit,Remove
4748,2_writing,3_general,"Focus especially on writing style (avoid colloquial language, prefacing sentences, etc)"
4749,4_logic,3_general,"In the future, you still need to spend less time discussing potential sources of error, and more time talking about biological mechanisms and reviewing the literature/comparing to other studies"
4750,3_technical,2_copyedit,"This section could be much more concise by just saying something like “xxx was not significantly different than yyy (p = 0.24, Figure 1)”"
4751,4_logic,3_general,"Try to embed your (in)dependent variables in here. Again, try to work on substantiating this claim with more information that’s relevant to an experiment with only isolated chloroplasts."
4752,3_technical,2_copyedit,0.63 cm
4753,3_technical,2_copyedit,Using a paired t-test?
4754,4_logic,6_holistic,Do you have primary literature to support this claim? Is this how plants typically respond to drought stress?
4755,3_technical,2_copyedit,"Remember to include figure title immediately after figure number, then continue with the rest of the caption."
4756,2_writing,3_general,Careful of getting redundant
4757,3_technical,4_specific,"As your t-test said there was no significant difference,  we cannot conclude this. In terms of statistics, the control and the experimental gave us back essentially the same change in mass (This is what is meant by not significantly different)."
4758,3_technical,2_copyedit,Also put the citation at the end of this sentence
4759,3_technical,2_copyedit,Surname of the 1st Author only.
4760,3_technical,3_general,Citation formattingBioCore Guide pages 48-49
4761,3_technical,4_specific,"According to this, the eight caterpillars were treated with Martin’s IGR"
4762,4_logic,3_general,"Focus more on discussing biological mechanisms, and less about possible sources of error"
4763,2_writing,4_specific,Consider moving this closer to the beginning of the abstract
4764,2_writing,4_specific,Revise this statement to make more formal
4765,3_technical,8_nobasis,What do you mean?
4766,1_basic,3_general,"This discussion needs a lot of work, you don’t have primary literature"
4767,3_technical,3_general,"While I appreciate the citation, anything I said in lab should also be in your lab manual, so you can generally just cite that!"
4768,2_writing,4_specific,This should have been your first sentence
4769,2_writing,6_holistic,You don’t need this sentence if you are going to explain each of this variables’ results later.
4770,3_technical,4_specific,How can I know which p-value corresponds to which compared variable?
4771,2_writing,4_specific,Put this before your hypothesis and elaborate on it a bit more
4772,2_writing,2_copyedit,Use first person perspective
4773,3_technical,4_specific,Why separate broadside and facing behviors? Just report total aggression.
4774,3_technical,4_specific,Citation?
4775,3_technical,4_specific,How do you know this? What is DCPIP and how does it work?
4776,2_writing,3_general,Scientific papers usually do not use direct quotes. Paraphrase for all the direct quotes you used.
4777,3_technical,4_specific,"Instead of reporting avg values, you should have made comparison between these groups."
4778,1_basic,4_specific,"This is not a result, that is a possible explanation of the observation. That should go in the Discussion, not here"
4779,3_technical,4_specific,This is a lot of information at once. I think you did a great job generally noting the important differences within your paragraph and would consider taking this chart out.
4780,2_writing,2_copyedit,As compared to control
4781,3_technical,4_specific,"Although you received statistically insignificant results, try to find a pattern. For example, let’s compare 10% treatment of both of your species. Your chard samples had much smaller p-values compared to spinach. So, chard could possibly show better results than spinach if you refine your methods and conduct your experiment again."
4782,2_writing,2_copyedit,"Can you explain this to me? No really, I’m confused. Come to see me during an OH appointment and we can work this out!"
4783,3_technical,3_general,"You don’t need the et al when doing citations, just the first author’s last name is sufficient"
4784,2_writing,4_specific,This is verging on methods.
4785,3_technical,2_copyedit,Standard deviation
4786,3_technical,4_specific,Say something about the difference in coloration here
4787,3_technical,2_copyedit,Roughly 50 µL
4788,3_technical,2_copyedit,This is not really relevant to your experiment
4789,3_technical,4_specific,What does this p-value mean? Is it significant?
4790,4_logic,4_specific,Good explanation but why? You hypothesized a lessening in the contraction amplitude.  (explain why  in the discussion)
4791,2_writing,4_specific,Title should VERY briefly state the main takeaway of your experiment
4792,3_technical,4_specific,"While this IS the proper way to report the results of a t-test, these need to go in the results, not the discussion. The pieces of the lab report must all be in the correct sections."
4793,2_writing,8_nobasis,What does this mean?
4794,3_technical,2_copyedit,"It is really hard to see this image, next time try to screenshot just the graph and not the whole screen because I can’t really read anything"
4795,3_technical,3_general,"As long as you are using an alpha value of 0.05, you do not need to state it as it is the generally accepted value."
4796,3_technical,4_specific,"Unnecessary detail that could have been included under the caption of reagent table instead, or, if decided to include in this section, could have been summarized better"
4797,3_technical,4_specific,"This should not be in here, you need a summarized figure of you data."
4798,2_writing,3_general,"Hypotheses are neither correct nor incorrect. The data support or make you reject the hypothesis, but that does not mean it was correct or incorrect."
4799,4_logic,3_general,Is this an interpretation of the results? You could do recommendations as long as they are related with the experiment or it is something that you inferred from the results.
4800,3_technical,2_copyedit,What alpha level
4801,3_technical,4_specific,You don’t need this since you have the graphs.
4802,3_technical,4_specific,"These error bars do not look correct, as they start above the bar and look to be the same for every day. The correct way to do it in this case would be to use your raw data values for each day and find the standard deviation, then customize your error bars in excel so can plot those 8 standard deviations for the control and 8 for the treatment. If you need help on how to do this for the revision let me know."
4803,3_technical,2_copyedit,The p-value=0.195. That is not significant.
4804,3_technical,4_specific,"Mention that Physarum stock was already prepared prior your experiment. You can include dilution details, 2%water-agar prep details, and block dimension specification and prep in a guideline table as a supplement to improve this section"
4805,3_technical,2_copyedit,You don’t need a citation in the middle of the sentence
4806,3_technical,2_copyedit,No tables! You explained your layout clearly enough here.
4807,2_writing,3_general,No need to introduce ethology
4808,3_technical,3_general,But that’s not what you saw.
4809,3_technical,4_specific,"Because you have a graph already showing this data, I would leave this chart out."
4810,2_writing,4_specific,What areas? The shoots right? So this sentence and the previous one essentially say the same thing. How can you integrate these two sentences to finish with a more powerful statement about your results and their importance?
4811,3_technical,2_copyedit,"Delete gridlinesUse standard error, not standard deviation. Standard error is standard deviation divided by the square root of sample size"
4812,3_technical,2_copyedit,Also 0.1ml
4813,4_logic,6_holistic,Why would methoprene increase the weight? What is the connection between methoprene and weight?
4814,2_writing,4_specific,You can save this for the results section
4815,3_technical,2_copyedit,Milliliters?
4816,2_writing,6_holistic,"Start by explaining underlying biological concepts, not the study system. Field peas are a means to an end, not the focal point of your study. What biological concepts were you trying to learn about?"
4817,3_technical,4_specific,"Mention that Physarum stock was prepared prior to your experiment. Most of the details such as dilution calc. &amp; prep, 2% water agar prep, block dimensions and prep could be included in a procedural guideline table as a supplement"
4818,4_logic,6_holistic,"Everything you’ve said is true, but you need to be more specific. What constitutes effective resource allocation? How should plants respond to low soil moisture or nutrients? You need to hold the hand of an unfamiliar reader"
4819,1_basic,3_general,Citation are needed in introduction and discussion. At least 2 in each section.
4820,3_technical,2_copyedit,units
4821,2_writing,2_copyedit,?
4822,2_writing,3_general,Comments like that one are not used in scientific publications.
4823,3_technical,3_general,This is raw data and should not be in your report.
4824,3_technical,2_copyedit,How did you determine the threshold? You could specify that.There was not a control leg
4825,3_technical,2_copyedit,Alpha?
4826,2_writing,4_specific,"You are right to think this data my be invalid, but you should leave those sentences for the discussion, however you are right to include the findings in your results."
