unique.record,report.id,sort,report.title,student,course,ta,lab,tag,type.TA,grade.TA,grading.time,Rank,hypothesis.ok,data.ok,citation.ok,interpretation.ok,organization.ok,techflaws.ok,writing.ok,comments.incorporated,ta.comment,code.subject,code.structure,code.locus,code.scope,code.tone,code.notes
Sp18.04694,R_3dYfKtVWkj7JIlT,5333,,Std_5G25hVGp,114,TA_kLMtS9Cu,manduca,first,Revision,B,15,,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat,The y-axis of the graph is in cm,3. Technical and Scientific,Specific info,,,,
Sp18.04695,R_3dYfKtVWkj7JIlT,5334,,Std_5G25hVGp,114,TA_kLMtS9Cu,manduca,first,Revision,B,15,,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat,"This is not quite right, the difference between group was not significant",3. Technical and Scientific,Copy Correction,,,,
Sp18.04696,R_3dYfKtVWkj7JIlT,5335,,Std_5G25hVGp,114,TA_kLMtS9Cu,manduca,first,Revision,B,15,,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat,This should be included in the results because those are direct observations of the experiment,3. Technical and Scientific,Specific info,,,,
Sp18.04697,R_3dYfKtVWkj7JIlT,5336,,Std_5G25hVGp,114,TA_kLMtS9Cu,manduca,first,Revision,B,15,,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat,"Why is this significant if the p-value = 0.44? That is greater than 0.05, the cut-off level for significance, so the difference between groups were by chance. ",3. Technical and Scientific,Specific info,,,,
Sp18.04698,R_3DYZx4H7KiXWxiB,5337,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,Azagard,3. Technical and Scientific,Copy Correction,,,,
Sp18.04699,R_3DYZx4H7KiXWxiB,5339,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,Do you have your p-value to support this? You can state it in parentheses,3. Technical and Scientific,Copy Correction,,,,
Sp18.0470,R_3DYZx4H7KiXWxiB,5341,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,Generally we don’t have citations in the abstract,2. Writing Quality,General info,,,,
Sp18.04701,R_3DYZx4H7KiXWxiB,5343,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,"Hi Frances, This lab report needs a few tweaks, especially in the figures and discussion section. You have a bit of discussion in your results section, which is a basic criteria issue. Unfortunately that means I have to give you an F for this submission, but you can get a B upon revision. ",12. Narrative Comments,General info,,,,
Sp18.04702,R_3DYZx4H7KiXWxiB,5345,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,Put a colon between the author and year,3. Technical and Scientific,Copy Correction,,,,
Sp18.04703,R_3DYZx4H7KiXWxiB,5347,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,The adults are still called tobacco hornworms too funnily enough!,3. Technical and Scientific,Copy Correction,,,,
Sp18.04704,R_3DYZx4H7KiXWxiB,5349,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,"The first part of this sentence is inconsistent with your results. Also, you aren’t proving Azagard blocks ecdysone, you already know it does that",4. Logic and Thinking,Specific info,,,,
Sp18.04705,R_3DYZx4H7KiXWxiB,5351,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,"The metamorphosis is three weeks, the whole life cycle can be about 49 days",3. Technical and Scientific,Specific info,,,,
Sp18.04706,R_3DYZx4H7KiXWxiB,5353,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,This should be in your discussion section. The results section should just state your statistical results and whether they are significant or not. It should not mention your hypothesis,2. Writing Quality,Specific info,,,,
Sp18.04707,R_3DYZx4H7KiXWxiB,5355,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,Two sample t-test,3. Technical and Scientific,Copy Correction,,,,
Sp18.04708,R_3DYZx4H7KiXWxiB,5357,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,What does this mean?,2. Writing Quality,No basis to judge,,,,
Sp18.04709,R_3DYZx4H7KiXWxiB,5359,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,"Also, the graph does not need a title, but should have a better legend. Have the box say “individual number”",3. Technical and Scientific,Specific info,,,,
Sp18.04710,R_3DYZx4H7KiXWxiB,5359,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,"You do not need a table and a graph, as they state the same information. Just include the graph. ",3. Technical and Scientific,Specific info,,,,
Sp18.04711,R_3DYZx4H7KiXWxiB,5361,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,"You need a little more info on what ecdysterone specifically does, and how it related to weight of the caterpillars",2. Writing Quality,Specific info,,,,
Sp18.04712,R_3DYZx4H7KiXWxiB,5363,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,Your discussion should discuss a biological reason for your results – so what is going on inside the caterpillar,4. Logic and Thinking,Specific info,,,,
Sp18.04713,R_3DYZx4H7KiXWxiB,5365,,Std_2rjlKeP5,114,TA_axAQrfTP,manduca,first,Submission,F,13,,Yes,Yes,Yes,Yes,No,No,No,,Your figure caption should also reiterate your statistical results,3. Technical and Scientific,Copy Correction,,,,
Sp18.04714,R_3e49IJeDSzvij8M,5367,,Std_P59ECO6v,114,TA_2R8KStqZ,frog,second,Submission,C,7,,Yes,Yes,Yes,Yes,Yes,No,No,,Of what?,8. No basis to judge,No basis to judge,,,,
Sp18.04715,R_3e49IJeDSzvij8M,5368,,Std_P59ECO6v,114,TA_2R8KStqZ,frog,second,Submission,C,7,,Yes,Yes,Yes,Yes,Yes,No,No,,"Remember to include the figure title after the figure number, before the rest of the caption. Given the figure title (which I assume you got from a lab mate), I think it’s fair to say that you’ve misinterpreted the effects of your treatment. Also, this figure needs an x-axis label of some type for each set of bars, not just “Rana pipiens specifmen”",3. Technical and Scientific,Specific info,,,,
Sp18.04716,R_3e49IJeDSzvij8M,5369,,Std_P59ECO6v,114,TA_2R8KStqZ,frog,second,Submission,C,7,,Yes,Yes,Yes,Yes,Yes,No,No,,Suspended from a force transducer. Make this clear.,3. Technical and Scientific,Copy Correction,,,,
Sp18.04717,R_3e49IJeDSzvij8M,5370,,Std_P59ECO6v,114,TA_2R8KStqZ,frog,second,Submission,C,7,,Yes,Yes,Yes,Yes,Yes,No,No,,"These are not necessarily the same thing, so if that is how you defined threshold throughout the experiment, make that clear. ",2. Writing Quality,Specific info,,,,
Sp18.04718,R_3e49IJeDSzvij8M,5371,,Std_P59ECO6v,114,TA_2R8KStqZ,frog,second,Submission,C,7,,Yes,Yes,Yes,Yes,Yes,No,No,,Threshold of what? Make it clear what you actually measured.,3. Technical and Scientific,Copy Correction,,,,
Sp18.04719,R_3e49IJeDSzvij8M,5372,,Std_P59ECO6v,114,TA_2R8KStqZ,frog,second,Submission,C,7,,Yes,Yes,Yes,Yes,Yes,No,No,,"Why? If you inhibited calcium, you might expect higher threshold (harder to contract), but not the other way around, at least not as explained here. Again, you should check with your group because I think you may have gotten the function of your chemical wrong. ",4. Logic and Thinking,Specific info,,,,
Sp18.04720,R_3e49IJeDSzvij8M,5373,,Std_P59ECO6v,114,TA_2R8KStqZ,frog,second,Submission,C,7,,Yes,Yes,Yes,Yes,Yes,No,No,,"Your group inhibited calcium, not increased it (at least according to all your lab mates’ reports). You should clarify this, and if it is in fact true, you’ll need to correct the parts of this report based on the assumption that you were adding calcium, instead of inhibiting it. ",2. Writing Quality,Specific info,,,,
Sp18.04721,R_3EAUJk9rV1tK97r,5374,,Std_6BNR6DsU,113,TA_YiRfsy28,betta,second,Revision,A,6,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Your hypothesis is one-tailed…,3. Technical and Scientific,Copy Correction,,,,
Sp18.04722,R_3EczwvWdvEPCKGM,5376,,Std_dAg187gH,114,TA_axAQrfTP,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Calf muscle actually, but called it the gastrocnemius ",3. Technical and Scientific,Copy Correction,,,,
Sp18.04723,R_3EczwvWdvEPCKGM,5377,,Std_dAg187gH,114,TA_axAQrfTP,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Excellent discussion! Overall this is a pretty great report. Most of my comments are for small changes, so change them and you should do well for the revision! - B",12. Narrative Comments,General info,,,,
Sp18.04724,R_3EczwvWdvEPCKGM,5378,,Std_dAg187gH,114,TA_axAQrfTP,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Excellent, just state how many frog legs are in each group, and I don’t think you need the big x-axis label",5. Praise or Concern,Specific info,,,,
Sp18.04725,R_3EczwvWdvEPCKGM,5379,,Std_dAg187gH,114,TA_axAQrfTP,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,How much?,3. Technical and Scientific,Copy Correction,,,,
Sp18.04726,R_3EczwvWdvEPCKGM,5380,,Std_dAg187gH,114,TA_axAQrfTP,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"I would just say you are testing this in the gastrocnemius muscle of Rana pipiens, the Northern Leopard Frog",3. Technical and Scientific,Copy Correction,,,,
Sp18.04727,R_3EczwvWdvEPCKGM,5381,,Std_dAg187gH,114,TA_axAQrfTP,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"If you mention this, you’re going to have to actually talk about the experiment they did",2. Writing Quality,Specific info,,,,
Sp18.04728,R_3EczwvWdvEPCKGM,5382,,Std_dAg187gH,114,TA_axAQrfTP,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"More powerful actually. Idk if that’s a statistical concept you’ve come across yet, but it basically means the number you get is less likely to be wrong",3. Technical and Scientific,General info,,,,
Sp18.04729,R_3EczwvWdvEPCKGM,5383,,Std_dAg187gH,114,TA_axAQrfTP,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Out units on these,8. No basis to judge,No basis to judge,,,,
Sp18.04730,R_3EczwvWdvEPCKGM,5384,,Std_dAg187gH,114,TA_axAQrfTP,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,So I believe your abstract was cut off here. You can cut a bit out of the first two sentences so you’re not over the word limit,"7. Policy, Administrative",Copy Correction,,,,
Sp18.04731,R_3EczwvWdvEPCKGM,5385,,Std_dAg187gH,114,TA_axAQrfTP,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Still write 2018 please,3. Technical and Scientific,Copy Correction,,,,
Sp18.04732,R_3EczwvWdvEPCKGM,5386,,Std_dAg187gH,114,TA_axAQrfTP,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"This is not super relevant here, but I’m happy you know that!",2. Writing Quality,Copy Correction,,,,
Sp18.04733,R_3EczwvWdvEPCKGM,5387,,Std_dAg187gH,114,TA_axAQrfTP,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"This should be the whole year, so 2018",3. Technical and Scientific,Copy Correction,,,,
Sp18.04734,R_3efpWP8TRlxX3Tq,5388,,Std_J988mJ8o,113,TA_bc8EVX09,betta,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Good results and methods,5. Praise or Concern,General info,,,,
Sp18.04735,R_3efpWP8TRlxX3Tq,5389,,Std_J988mJ8o,113,TA_bc8EVX09,betta,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,I don’t see the correlation. Why would the bettas use energy to defend itself against non-aggressive guppies?,4. Logic and Thinking,Holistic,,,,
Sp18.04736,R_3efpWP8TRlxX3Tq,5390,,Std_J988mJ8o,113,TA_bc8EVX09,betta,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Make sure you tie it back to the relevance / importance of the study.,4. Logic and Thinking,General info,,,,
Sp18.04737,R_3efpWP8TRlxX3Tq,5391,,Std_J988mJ8o,113,TA_bc8EVX09,betta,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Make sure you tie your findings back to the big picture,4. Logic and Thinking,Specific info,Directive,Within Report,Neutral,
Sp18.04738,R_3efpWP8TRlxX3Tq,5392,,Std_J988mJ8o,113,TA_bc8EVX09,betta,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Solid start, but you need to make sure you are adequately discussing the respective costs/benefits of interspecific and intraspecific aggression in your introduction. You also need to make sure the relevance and importance of your study is clear. Your introduction also is choppy and you need to better synthesize the findings of previous studiesB",12. Narrative Comments,Specific info,,,,
Sp18.04739,R_3efpWP8TRlxX3Tq,5393,,Std_J988mJ8o,113,TA_bc8EVX09,betta,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Start more broadly. What are the important underlying biological concepts?,2. Writing Quality,Holistic,,,,
Sp18.04740,R_3efpWP8TRlxX3Tq,5394,,Std_J988mJ8o,113,TA_bc8EVX09,betta,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,These belong in methods,2. Writing Quality,Specific info,,,,
Sp18.04741,R_3efpWP8TRlxX3Tq,5395,,Std_J988mJ8o,113,TA_bc8EVX09,betta,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Why?,8. No basis to judge,No basis to judge,,,,
Sp18.04742,R_3efpWP8TRlxX3Tq,5396,,Std_J988mJ8o,113,TA_bc8EVX09,betta,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,You don’t have to be quite so exhaustive when describing other studies. You also need to connect the dots for your reader. What’s the takeaway?,4. Logic and Thinking,General info,,,,
Sp18.04743,R_3efpWP8TRlxX3Tq,5397,,Std_J988mJ8o,113,TA_bc8EVX09,betta,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,You don’t need to restate your hypothesis,2. Writing Quality,Copy Correction,,,,
Sp18.04744,R_3egGDgI3Nx77kVA,5398,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,Alpha?,3. Technical and Scientific,Copy Correction,Corrective,Within Report,,
Sp18.04745,R_3egGDgI3Nx77kVA,5399,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,"Are they really maintaining homeostasis? Remember, fish are ectothermic, so they do not regulate their temperature",3. Technical and Scientific,Holistic,,,,
Sp18.04746,R_3egGDgI3Nx77kVA,5400,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,Do not use this word without statistics,2. Writing Quality,Copy Correction,,,,
Sp18.04747,R_3egGDgI3Nx77kVA,5401,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,Does it require more energy or is their metabolism less efficient?,3. Technical and Scientific,Specific info,,,,
Sp18.04748,R_3egGDgI3Nx77kVA,5402,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,How did you account for this in your analysis?,3. Technical and Scientific,Specific info,,,,
Sp18.04749,R_3egGDgI3Nx77kVA,5403,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,How does this relate to your results? You need to connect the dots for your readers,4. Logic and Thinking,General info,,,,
Sp18.04750,R_3egGDgI3Nx77kVA,5404,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,"If your hypothesis is supported, there is no need to extensively list the limitations. You need only acknowledge that they exist",4. Logic and Thinking,General info,,,,
Sp18.04751,R_3egGDgI3Nx77kVA,5405,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,Start with the big picture,2. Writing Quality,General info,,,,
Sp18.04752,R_3egGDgI3Nx77kVA,5406,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,This belongs in methods,2. Writing Quality,Specific info,,,,
Sp18.04753,R_3egGDgI3Nx77kVA,5407,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,"This is not a significant p value. Also just say that there was a significant difference between groups (t = , df = , p = )",1. Basic Criteria,Specific info,,,,
Sp18.04754,R_3egGDgI3Nx77kVA,5408,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,"This lab report needs a decent amount of work. You need to focus on keeping your tone scientific throughout the report. You also need to the better introduce the underlying biological concepts and their connection to your experimental treatment. Finally, you need to make sure that your argument progresses logically throughout the report.C",12. Narrative Comments,Specific info,,,,
Sp18.04755,R_3egGDgI3Nx77kVA,5409,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,You do not need to repeat your hypothesis,2. Writing Quality,Copy Correction,,,,
Sp18.04756,R_3egGDgI3Nx77kVA,5410,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,You need a hypothesis in your abstract,2. Writing Quality,Specific info,,,,
Sp18.04757,R_3egGDgI3Nx77kVA,5411,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,You need to better introduce your experimental treatment. Why might temperature change aggression level? You need to walk the reader through your thought process step by step.,4. Logic and Thinking,Specific info,,,,
Sp18.04758,R_3egGDgI3Nx77kVA,5412,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,You need to explain the error bars and include statistics,3. Technical and Scientific,Specific info,,,,
Sp18.04759,R_3egGDgI3Nx77kVA,5413,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,You need to start your introduction by explaining the relevant biological concepts; betta fish are only a model through which to understand aggression.,2. Writing Quality,Specific info,,,,
Sp18.04760,R_3egGDgI3Nx77kVA,5414,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,You need to tie your findings back to the big picture,4. Logic and Thinking,General info,,,,
Sp18.04761,R_3egGDgI3Nx77kVA,5415,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,You need to use more scientific language and connect your findings back to the big picture,2. Writing Quality,General info,,,,
Sp18.04762,R_3egGDgI3Nx77kVA,5416,,Std_NlQtHp7Q,113,TA_bc8EVX09,betta,second,Submission,C,12,,Yes,Yes,Yes,Yes,Yes,No,No,,You should not report the same information in figures and tables. Remove the data tables and keep the figure.,3. Technical and Scientific,Specific info,,,,
Sp18.04763,R_3egLyeHZyvbNPHE,5417,,Std_DiHEt721,214,TA_T8nPUAZg,physarum,second,Submission,A,9,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Good caption.,5. Praise or Concern,General info,,,,
Sp18.04764,R_3egLyeHZyvbNPHE,5418,,Std_DiHEt721,214,TA_T8nPUAZg,physarum,second,Submission,A,9,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Huh? And what were your mean +/- SD distances?,3. Technical and Scientific,Copy Correction,,,,
Sp18.04765,R_3egLyeHZyvbNPHE,5419,,Std_DiHEt721,214,TA_T8nPUAZg,physarum,second,Submission,A,9,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"I’d give a brief overview of how microtubules are formed, as it may make your rationale even more clear.",4. Logic and Thinking,Specific info,,,,
Sp18.04766,R_3egLyeHZyvbNPHE,5420,,Std_DiHEt721,214,TA_T8nPUAZg,physarum,second,Submission,A,9,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,I’d label your x-axis with the chemical and concentration you used.,3. Technical and Scientific,Copy Correction,,,,
Sp18.04767,R_3egLyeHZyvbNPHE,5421,,Std_DiHEt721,214,TA_T8nPUAZg,physarum,second,Submission,A,9,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,I’d make explicit why you used the glucose.,4. Logic and Thinking,Specific info,,,,
Sp18.04768,R_3egLyeHZyvbNPHE,5422,,Std_DiHEt721,214,TA_T8nPUAZg,physarum,second,Submission,A,9,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"Okay, I really don’t like this because Physarum is such a weird eukaryote being multinucleate and unicellular, so whatever works in Physarum can’t realistically be translated to humans.",11. FLAG,,,,FLAG,
Sp18.04769,R_3egLyeHZyvbNPHE,5423,,Std_DiHEt721,214,TA_T8nPUAZg,physarum,second,Submission,A,9,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"Really good abstract, David!",5. Praise or Concern,General info,,Within Report,Positive,
Sp18.04770,R_3egLyeHZyvbNPHE,5424,,Std_DiHEt721,214,TA_T8nPUAZg,physarum,second,Submission,A,9,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,So…does it use microtubules too? Provide evidence and some information on how Physarum use them specifically.,4. Logic and Thinking,Specific info,,,,
Sp18.04771,R_3egLyeHZyvbNPHE,5425,,Std_DiHEt721,214,TA_T8nPUAZg,physarum,second,Submission,A,9,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,We scientists like to research things just to better understand them on a basic level! Is satisfying!!!,8. No basis to judge,No basis to judge,,,,
Sp18.04772,R_3egLyeHZyvbNPHE,5426,,Std_DiHEt721,214,TA_T8nPUAZg,physarum,second,Submission,A,9,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,What temp was the incubator set to?,3. Technical and Scientific,Copy Correction,,,,
Sp18.04773,R_3egLyeHZyvbNPHE,5427,,Std_DiHEt721,214,TA_T8nPUAZg,physarum,second,Submission,A,9,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Why else?,8. No basis to judge,No basis to judge,,,,
Sp18.04774,R_3egLyeHZyvbNPHE,5428,,Std_DiHEt721,214,TA_T8nPUAZg,physarum,second,Submission,A,9,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Would it?,8. No basis to judge,No basis to judge,,,,
Sp18.04775,R_3EGvjaeGhR4Qn4P,5429,,Std_ECIzVQHD,114,TA_l0zDB5kQ,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Whats the p-value,3. Technical and Scientific,Copy Correction,,,,
Sp18.04776,R_3EGvjaeGhR4Qn4P,5430,,Std_ECIzVQHD,114,TA_l0zDB5kQ,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Don’t need to use quotations, just paraphrase.",2. Writing Quality,General info,Directive,Within Report,Neutral,
Sp18.04777,R_3EGvjaeGhR4Qn4P,5431,,Std_ECIzVQHD,114,TA_l0zDB5kQ,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Grade: 3Good job but you need to work through your argument in the discussion more.  Let me know if you are confused.,12. Narrative Comments,General info,,,,
Sp18.04778,R_3EGvjaeGhR4Qn4P,5432,,Std_ECIzVQHD,114,TA_l0zDB5kQ,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,How much will you inject?,3. Technical and Scientific,Copy Correction,,,,
Sp18.04779,R_3EGvjaeGhR4Qn4P,5433,,Std_ECIzVQHD,114,TA_l0zDB5kQ,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Include a sentence about why you think this happened.,4. Logic and Thinking,Copy Correction,,,,
Sp18.04780,R_3EGvjaeGhR4Qn4P,5434,,Std_ECIzVQHD,114,TA_l0zDB5kQ,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,It was supported!,3. Technical and Scientific,Copy Correction,,,,
Sp18.04781,R_3EGvjaeGhR4Qn4P,5435,,Std_ECIzVQHD,114,TA_l0zDB5kQ,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Stats?,3. Technical and Scientific,Copy Correction,,,,
Sp18.04782,R_3EGvjaeGhR4Qn4P,5436,,Std_ECIzVQHD,114,TA_l0zDB5kQ,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Use a lower case p for species name. This goes for the whole paper.,Scientific Name,Copy Correction,,,,
Sp18.04783,R_3EGvjaeGhR4Qn4P,5437,,Std_ECIzVQHD,114,TA_l0zDB5kQ,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Watch your significant digits.,3. Technical and Scientific,Copy Correction,,,,
Sp18.04784,R_3EGvjaeGhR4Qn4P,5438,,Std_ECIzVQHD,114,TA_l0zDB5kQ,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,What stats test did you run?  Paired t-test,3. Technical and Scientific,Specific info,,,,
Sp18.04785,R_3EGvjaeGhR4Qn4P,5439,,Std_ECIzVQHD,114,TA_l0zDB5kQ,frog,second,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Your stats were significant because 0.01 is less than 0.05.This is not qualitative data, its quantitative. The t-test doesn’t care what your hypothesis was, it only cared about the numbers you put into it.  Your data is significant that the contraction period shortened and the only manipulation was the injection of A23, thus its probably A23 that caused this.",3. Technical and Scientific,Specific info,,,,
Sp18.04786,R_3EHfJoNTrs9hOXn,5440,,Std_qa6vXrb1,114,TA_axAQrfTP,frog,second,Revision,A,7,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Hi Zac, This is a much better lab report, nice job! I would say in the future try and make your introductions a bit more lengthy and include more background, but the basics are all there. The only real issue here is with your figure below, and it’s nothing too serious - A",12. Narrative Comments,General info,,,,
Sp18.04787,R_3EHfJoNTrs9hOXn,5441,,Std_qa6vXrb1,114,TA_axAQrfTP,frog,second,Revision,A,7,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"So there should be a separate caption for each figure that starts with “Figure #”, like you did for the submission. This just seems to be copied from your results section. I’m not sure if you accidentally coped the wrong thing, but technically it does have all the necessary information for a figure caption. ",3. Technical and Scientific,Specific info,,,,
Sp18.04788,R_3EHfJoNTrs9hOXn,5442,,Std_qa6vXrb1,114,TA_axAQrfTP,frog,second,Revision,A,7,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,This figure also does not need error bars,3. Technical and Scientific,Specific info,,,,
Sp18.04789,R_3EHfJoNTrs9hOXn,5443,,Std_qa6vXrb1,114,TA_axAQrfTP,frog,second,Revision,A,7,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,What is this value for?,3. Technical and Scientific,Specific info,,,,
